City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Thongwa,MM,2021-10-30 00:30:43,16.7619,96.5278,77.16,83,93,3.96
295,Limoges,FR,2021-10-30 00:30:44,45.75,1.3333,56.68,94,90,8.05
296,Itamarandiba,BR,2021-10-30 00:30:44,-17.8572,-42.8589,64.63,91,87,4.72
297,Goderich,CA,2021-10-30 00:30:45,43.7501,-81.7165,51.91,87,100,17.27
298,Nara,JP,2021-10-30 00:30:45,34.6851,135.8049,63.97,44,6,2.17
299,Berlevag,NO,2021-10-30 00:30:46,70.8578,29.0864,39.94,76,32,28.01
300,Mahon,ES,2021-10-30 00:30:46,39.8885,4.2658,68.56,73,20,13.8
301,Sibu,MY,2021-10-30 00:30:47,2.3,111.8167,79.11,88,40,5.01
302,Quatre Cocos,MU,2021-10-30 00:27:27,-20.2078,57.7625,72.09,81,61,4.94
303,Mount Isa,AU,2021-10-30 00:30:48,-20.7333,139.5,69.57,56,90,6.91
304,Pimentel,PE,2021-10-30 00:29:31,-6.8367,-79.9342,63.75,86,59,14.2
305,Port Hedland,AU,2021-10-30 00:28:45,-20.3167,118.5667,78.85,61,80,5.75
306,Lujan,AR,2021-10-30 00:30:04,-34.5703,-59.105,77.02,62,6,9.91
307,Porgera,PG,2021-10-30 00:30:49,-5.4667,143.2,60.78,51,51,2.68
308,Vestmanna,FO,2021-10-30 00:30:50,62.1564,-7.1664,41.92,100,75,0.0
309,Palu,ID,2021-10-30 00:30:50,-0.8917,119.8707,78.89,92,100,1.83
310,Spokane,US,2021-10-30 00:30:36,47.6166,-117.3677,51.89,65,90,6.91
311,Fairbanks,US,2021-10-30 00:30:03,64.8378,-147.7164,22.1,89,90,5.75
312,Cabatuan,PH,2021-10-30 00:30:51,10.8794,122.486,80.44,82,74,13.65
313,Garissa,KE,2021-10-30 00:30:52,-0.4536,39.6401,77.2,74,26,10.63
314,Gasa,PS,2021-10-30 00:30:52,31.5,34.4667,71.58,70,100,4.47
315,Samarai,PG,2021-10-30 00:30:53,-10.6167,150.6667,85.21,73,13,12.01
316,Lander,US,2021-10-30 00:28:33,42.833,-108.7307,61.61,33,1,0.0
317,Challans,FR,2021-10-30 00:30:54,46.8436,-1.8749,56.32,86,99,14.23
318,Jiuquan,CN,2021-10-30 00:30:54,39.7432,98.5174,40.8,37,9,4.81
319,Aswan,EG,2021-10-30 00:30:55,24.0934,32.907,78.37,24,76,10.87
320,Tshikapa,CD,2021-10-30 00:30:56,-6.4167,20.8,69.12,97,100,0.98
321,Duekoue,CI,2021-10-30 00:30:56,6.7472,-7.3496,70.84,100,100,2.3
322,Tilichiki,RU,2021-10-30 00:30:57,60.4667,166.1,27.57,95,99,8.01
323,Karpogory,RU,2021-10-30 00:30:57,64.0019,44.4451,37.6,100,100,9.84
324,Grindavik,IS,2021-10-30 00:29:12,63.8424,-22.4338,44.55,81,0,12.66
325,Bangassou,CF,2021-10-30 00:27:52,4.7413,22.8184,68.29,98,100,3.18
326,Takoradi,GH,2021-10-30 00:30:59,4.8845,-1.7554,76.93,89,67,7.09
327,Gashua,NG,2021-10-30 00:30:59,12.871,11.0482,81.52,15,64,9.17
328,Denekamp,DE,2021-10-30 00:31:00,52.3747,7.0055,55.62,91,39,9.22
329,Savannah Bight,HN,2021-10-30 00:31:00,16.45,-85.85,82.0,77,100,20.85
330,Khor,RU,2021-10-30 00:31:01,47.8861,134.9464,45.54,51,67,4.41
331,Loei,TH,2021-10-30 00:31:02,17.4167,101.5,63.77,97,98,2.55
332,Phonhong,LA,2021-10-30 00:31:03,18.5007,102.4166,76.82,85,89,1.16
333,Cabo San Lucas,MX,2021-10-30 00:31:03,22.8909,-109.9124,83.61,61,20,4.61
334,Kijang,KR,2021-10-30 00:31:04,35.2442,129.2139,55.13,59,100,6.02
335,Suntar,RU,2021-10-30 00:31:05,62.1444,117.6319,13.95,87,53,3.44
336,Ishigaki,JP,2021-10-30 00:31:05,24.3448,124.1572,78.93,69,75,3.44
337,Tarko-Sale,RU,2021-10-30 00:31:06,64.9225,77.785,9.0,98,90,4.76
338,Tezu,IN,2021-10-30 00:31:06,27.9167,96.1667,68.77,53,64,3.11
339,Hobyo,SO,2021-10-30 00:31:07,5.3505,48.5268,80.6,69,86,8.16
340,Nsanje,MW,2021-10-30 00:31:08,-16.92,35.262,65.3,83,7,2.08
341,San Isidro,PE,2021-10-30 00:31:09,-12.1167,-77.05,67.01,82,75,1.99
342,Skjervoy,NO,2021-10-30 00:31:10,70.0311,20.9714,42.28,67,68,14.56
343,Sechura,PE,2021-10-30 00:31:10,-5.5569,-80.8222,66.83,75,26,14.16
344,Edd,ER,2021-10-30 00:31:11,13.9297,41.6925,82.94,55,0,13.35
345,Wollongong,AU,2021-10-30 00:31:11,-34.4333,150.8833,68.22,51,84,10.92
346,Weligama,LK,2021-10-30 00:31:12,5.9667,80.4167,76.35,91,96,5.61
347,Nizhniy Tsasuchey,RU,2021-10-30 00:31:13,50.5167,115.1333,26.56,35,33,9.26
348,Olga,RU,2021-10-30 00:31:13,43.7444,135.2892,50.22,47,100,2.57
349,Salalah,OM,2021-10-30 00:31:14,17.0151,54.0924,77.09,73,0,3.44
350,Vostok,RU,2021-10-30 00:31:15,46.4856,135.8833,46.83,41,5,1.45
351,Helmsdale,GB,2021-10-30 00:31:15,58.1168,-3.6517,46.63,84,14,8.1
352,Letlhakeng,BW,2021-10-30 00:31:16,-24.0944,25.0298,69.04,71,67,4.65
353,Bermejo,AR,2021-10-30 00:31:16,-32.8833,-68.8,80.51,47,0,0.0
354,Piacabucu,BR,2021-10-30 00:31:17,-10.4056,-36.4344,73.74,77,42,4.27
355,Danane,CI,2021-10-30 00:31:18,7.2596,-8.155,69.51,99,96,0.51
356,Bichura,RU,2021-10-30 00:31:18,50.5881,107.6022,28.13,53,0,1.99
357,Brawley,US,2021-10-30 00:31:01,32.9787,-115.5303,91.65,17,1,3.44
358,Los Palacios,CU,2021-10-30 00:31:19,22.5872,-83.2486,72.39,75,9,6.04
359,Esfarayen,IR,2021-10-30 00:31:20,37.0765,57.5101,37.06,33,84,2.51
360,Sturgis,US,2021-10-30 00:31:21,41.7992,-85.4192,55.2,57,90,12.66
361,Mayor Pablo Lagerenza,PY,2021-10-30 00:31:21,-19.9309,-60.7718,86.85,46,75,9.35
362,Kampene,CD,2021-10-30 00:31:22,-3.6,26.6667,67.03,99,100,1.41
363,Kumluca,TR,2021-10-30 00:31:22,36.3703,30.2869,64.65,73,57,6.53
364,Jodhpur,IN,2021-10-30 00:31:23,26.2867,73.03,69.1,28,0,5.03
365,Gorontalo,ID,2021-10-30 00:31:23,0.5412,123.0595,87.28,66,95,1.34
366,Allende,MX,2021-10-30 00:29:55,25.2833,-100.0167,77.76,34,0,3.65
367,Zhangye,CN,2021-10-30 00:31:24,38.9342,100.4517,44.33,28,18,1.72
368,Mananjary,MG,2021-10-30 00:31:25,-21.2167,48.3333,67.69,78,99,6.53
369,Chapais,CA,2021-10-30 00:31:25,49.7834,-74.8492,42.58,71,100,4.21
370,Kigoma,TZ,2021-10-30 00:31:26,-4.8769,29.6267,75.79,72,94,0.76
371,Faanui,PF,2021-10-30 00:31:27,-16.4833,-151.75,78.71,73,0,15.73
372,Salta,AR,2021-10-30 00:29:17,-24.7859,-65.4117,79.39,44,40,4.61
373,La Plata,AR,2021-10-30 00:31:28,-34.9215,-57.9545,75.04,73,6,10.85
374,Mount Gambier,AU,2021-10-30 00:31:29,-37.8333,140.7667,55.31,58,75,16.11
375,Luderitz,NA,2021-10-30 00:31:29,-26.6481,15.1594,59.25,79,0,7.56
376,Chervone,UA,2021-10-30 00:31:30,49.9564,28.8645,43.02,91,5,8.34
377,Buritis,BR,2021-10-30 00:31:16,-15.6178,-46.4233,77.81,53,46,2.42
378,Xuzhou,CN,2021-10-30 00:31:31,34.1805,117.1571,63.57,59,0,4.7
379,Banda Aceh,ID,2021-10-30 00:31:31,5.5577,95.3222,76.33,91,100,8.84
380,Salamanca,ES,2021-10-30 00:31:32,40.8333,-6.0,60.71,93,100,21.07
381,Itoman,JP,2021-10-30 00:31:32,26.1247,127.6694,77.02,61,0,5.75
382,Nador,MA,2021-10-30 00:31:33,35.174,-2.9287,59.25,88,0,4.61
383,Coldwater,US,2021-10-30 00:28:05,41.9403,-85.0005,53.71,94,90,11.5
384,Ossora,RU,2021-10-30 00:31:34,59.2353,163.0719,28.2,82,83,7.0
385,Saint-Georges,GD,2021-10-30 00:31:35,12.0564,-61.7485,80.28,78,20,11.5
386,Bimbo,CF,2021-10-30 00:31:35,4.2567,18.4158,71.53,94,20,0.0
387,Westerland,DE,2021-10-30 00:31:36,54.9079,8.3033,54.01,94,90,14.97
388,Melilla,ES,2021-10-30 00:31:36,35.2937,-2.9383,59.38,88,0,4.61
389,Moroni,KM,2021-10-30 00:27:41,-11.7022,43.2551,76.03,69,46,6.38
390,Valparaiso,CL,2021-10-30 00:29:38,-33.0393,-71.6273,55.04,87,0,5.75
391,Dolores,AR,2021-10-30 00:31:38,-36.3132,-57.6792,59.97,95,3,9.1
392,Bilma,NE,2021-10-30 00:31:38,18.6853,12.9164,78.6,18,5,9.73
393,Kafanchan,NG,2021-10-30 00:31:39,9.5833,8.3,67.8,56,100,1.95
394,Rio Gallegos,AR,2021-10-30 00:31:40,-51.6226,-69.2181,46.45,36,0,19.57
395,Roma,US,2021-10-30 00:31:40,43.2128,-75.4557,53.11,62,90,12.66
396,Udachnyy,RU,2021-10-30 00:31:41,66.4167,112.4,-7.49,97,100,7.38
397,Glasgow,GB,2021-10-30 00:30:49,55.8652,-4.2576,48.92,96,100,1.99
398,Yumen,CN,2021-10-30 00:31:42,40.2833,97.2,38.34,49,2,7.99
399,Maniitsoq,GL,2021-10-30 00:28:52,65.4167,-52.9,32.14,81,100,11.97
400,Erzin,TR,2021-10-30 00:31:43,36.9559,36.2,63.12,63,2,6.91
401,Meridian,US,2021-10-30 00:30:42,43.6121,-116.3915,67.32,54,1,1.01
402,Shawinigan,CA,2021-10-30 00:31:44,46.5668,-72.7491,46.85,65,5,4.61
403,Vengerovo,RU,2021-10-30 00:31:45,55.6848,76.7471,24.55,66,7,12.97
404,Smithers,CA,2021-10-30 00:31:45,54.7804,-127.1743,35.92,75,40,5.75
405,Corrales,US,2021-10-30 00:31:45,35.2378,-106.6067,67.24,29,1,1.01
406,Kaeo,NZ,2021-10-30 00:31:46,-35.1,173.7833,73.33,75,100,11.88
407,Carberry,CA,2021-10-30 00:31:46,49.8689,-99.3602,55.63,54,98,9.24
408,Celestun,MX,2021-10-30 00:31:47,20.8667,-90.4,78.17,56,91,12.77
409,Ibiapina,BR,2021-10-30 00:31:47,-3.9233,-40.8894,68.04,80,67,4.12
410,Gisborne,NZ,2021-10-30 00:30:19,-38.6533,178.0042,72.95,47,1,6.67
411,Kushiro,JP,2021-10-30 00:31:48,42.975,144.3747,49.15,61,20,6.91
412,Madarounfa,NE,2021-10-30 00:31:49,13.3087,7.156,79.36,16,100,7.38
413,Port Hardy,CA,2021-10-30 00:31:49,50.6996,-127.4199,48.38,61,1,9.22
414,Havre-Saint-Pierre,CA,2021-10-30 00:27:30,50.2334,-63.5986,48.2,93,1,2.3
415,Vila Do Maio,CV,2021-10-30 00:31:50,15.1333,-23.2167,75.99,77,93,13.04
416,Mackay,AU,2021-10-30 00:31:51,-21.15,149.2,91.69,62,75,12.66
417,Saint-Ambroise,CA,2021-10-30 00:31:51,48.5501,-71.3324,45.57,57,0,5.75
418,Anadyr,RU,2021-10-30 00:31:52,64.75,177.4833,-1.7,84,75,8.01
419,Pemangkat,ID,2021-10-30 00:31:52,1.1667,108.9667,80.28,80,100,8.08
420,Sinnamary,GF,2021-10-30 00:31:53,5.3833,-52.95,79.39,82,10,10.16
421,Burns Lake,CA,2021-10-30 00:30:30,54.2331,-125.7533,36.82,66,5,2.66
422,Berezniki,RU,2021-10-30 00:31:54,59.4152,56.8124,24.84,95,100,11.83
423,Pasni,PK,2021-10-30 00:31:54,25.2631,63.471,79.21,50,0,4.99
424,Tommot,RU,2021-10-30 00:31:55,58.9564,126.2925,20.25,78,100,8.88
425,Sur,OM,2021-10-30 00:31:52,22.5667,59.5289,76.69,49,48,3.13
426,Beringovskiy,RU,2021-10-30 00:31:55,63.05,179.3167,15.53,92,100,2.42
427,Severo-Yeniseyskiy,RU,2021-10-30 00:31:56,60.3725,93.0408,27.75,88,100,13.44
428,Aneho,TG,2021-10-30 00:31:57,6.2333,1.6,82.6,85,100,9.8
429,Clevedon,GB,2021-10-30 00:31:57,51.4406,-2.8575,56.84,84,100,1.99
430,Cocobeach,GA,2021-10-30 00:31:57,1.0002,9.5823,80.53,86,100,0.43
431,Rudnya,RU,2021-10-30 00:31:58,54.947,31.0934,45.82,94,77,10.69
432,Marzuq,YE,2021-10-30 00:31:59,14.4,46.4667,66.92,54,5,2.15
433,Ntcheu,MW,2021-10-30 00:32:00,-14.8203,34.6359,62.33,53,5,2.3
434,Inirida,CO,2021-10-30 00:32:00,3.8653,-67.9239,73.42,96,100,1.63
435,Lima,PE,2021-10-30 00:30:08,-12.0432,-77.0282,65.89,79,75,16.11
436,Faya,SA,2021-10-30 00:28:47,18.3851,42.4509,55.51,32,39,5.61
437,Yatou,CN,2021-10-30 00:32:02,37.15,122.3833,63.16,61,13,6.02
438,Jumla,NP,2021-10-30 00:32:03,29.2747,82.1838,41.95,53,0,4.63
439,Ukiah,US,2021-10-30 00:32:03,39.1502,-123.2078,75.09,61,1,3.44
440,Comodoro Rivadavia,AR,2021-10-30 00:32:04,-45.8667,-67.5,58.86,47,75,17.27
441,Tabuk,PH,2021-10-30 00:32:04,17.4189,121.4443,77.77,77,50,2.82
442,San Miguel,SV,2021-10-30 00:32:05,13.4833,-88.1833,78.4,89,40,4.61
443,Makakilo City,US,2021-10-30 00:32:05,21.3469,-158.0858,82.72,58,40,12.66
444,Murgab,TM,2021-10-30 00:32:06,37.4966,61.9714,40.87,81,0,4.61
445,Namatanai,PG,2021-10-30 00:32:07,-3.6667,152.4333,86.94,63,100,5.68
446,Necochea,AR,2021-10-30 00:28:05,-38.5473,-58.7368,68.04,53,38,14.79
447,Trastenik,BG,2021-10-30 00:32:08,43.52,24.4685,46.04,86,0,6.29
448,Labuan,MY,2021-10-30 00:32:08,5.2767,115.2417,80.96,88,20,0.0
449,Gboko,NG,2021-10-30 00:32:09,7.3179,8.9951,77.95,70,100,5.08
450,Kardailovo,RU,2021-10-30 00:32:09,51.5386,53.9042,37.63,92,65,5.1
451,Porto Novo,BJ,2021-10-30 00:32:10,6.4965,2.6036,82.22,87,100,4.9
452,Oxelosund,SE,2021-10-30 00:32:10,58.6706,17.1015,44.98,100,90,9.22
453,Vila Franca Do Campo,PT,2021-10-30 00:32:11,37.7167,-25.4333,73.2,91,84,16.64
454,Fort Wellington,GY,2021-10-30 00:32:11,6.4,-57.6,78.15,83,7,7.36
455,Hay River,CA,2021-10-30 00:32:12,60.8156,-115.7999,33.78,93,90,11.5
456,Bulgan,MN,2021-10-30 00:32:13,48.8125,103.5347,30.81,77,5,2.44
457,Gat,IL,2021-10-30 00:32:13,31.61,34.7642,72.39,76,100,2.84
458,Newport,GB,2021-10-30 00:30:30,51.5877,-2.9984,55.94,85,100,17.83
459,Bouillante,GP,2021-10-30 00:32:14,16.1304,-61.7692,78.03,70,0,8.97
460,Chubbuck,US,2021-10-30 00:32:14,42.9208,-112.4661,59.68,55,1,1.01
461,Ornskoldsvik,SE,2021-10-30 00:32:15,63.2909,18.7153,38.35,100,100,3.44
462,Tandalti,SD,2021-10-30 00:32:15,13.0167,31.8667,89.24,29,98,2.86
463,Airai,TL,2021-10-30 00:32:16,-8.9266,125.4092,74.93,51,95,1.97
464,Grand Gaube,MU,2021-10-30 00:32:17,-20.0064,57.6608,72.0,91,43,1.99
465,Zhigansk,RU,2021-10-30 00:32:17,66.7697,123.3711,-10.25,100,100,2.42
466,Iracoubo,GF,2021-10-30 00:32:18,5.4802,-53.2011,79.74,81,8,10.31
467,Kismayo,SO,2021-10-30 00:32:18,-0.3582,42.5454,77.92,79,40,8.16
468,Srisailam,IN,2021-10-30 00:32:19,16.0833,78.8667,70.02,96,50,3.62
469,Parlakimidi,IN,2021-10-30 00:32:19,18.7667,84.0833,74.89,90,100,3.6
470,Robertsport,LR,2021-10-30 00:32:20,6.7533,-11.3686,77.13,88,100,7.11
471,Rio Branco,BR,2021-10-30 00:32:21,-9.9747,-67.81,77.61,94,0,0.0
472,San Lawrenz,MT,2021-10-30 00:32:21,36.0553,14.204,64.85,82,97,3.0
473,The Valley,AI,2021-10-30 00:32:22,18.217,-63.0578,82.26,65,0,11.03
474,Christchurch,NZ,2021-10-30 00:32:22,-43.5333,172.6333,65.48,68,27,11.01
475,Olinda,BR,2021-10-30 00:32:23,-8.0089,-34.8553,78.53,69,75,11.5
476,El Progreso,HN,2021-10-30 00:32:23,15.4,-87.8,80.08,97,96,2.1
477,Wyndham,US,2021-10-30 00:32:24,37.6985,-77.6125,63.95,92,90,3.44
478,Novoseleznevo,RU,2021-10-30 00:32:24,55.6821,69.2056,23.2,73,11,8.46
479,Marsh Harbour,BS,2021-10-30 00:32:25,26.5412,-77.0636,79.14,82,96,13.0
480,Srednekolymsk,RU,2021-10-30 00:32:25,67.45,153.6833,3.27,93,100,4.76
481,Juneau,US,2021-10-30 00:32:26,58.3019,-134.4197,44.22,93,75,10.36
482,Santiago,CL,2021-10-30 00:31:25,-33.4569,-70.6483,76.86,34,0,12.66
483,Sao Geraldo Do Araguaia,BR,2021-10-30 00:32:27,-6.4006,-48.555,77.41,71,17,3.18
484,Hambantota,LK,2021-10-30 00:32:27,6.1241,81.1185,75.54,100,75,1.14
485,Marietta,US,2021-10-30 00:32:23,33.9526,-84.5499,51.48,94,90,4.61
486,Te Anau,NZ,2021-10-30 00:32:28,-45.4167,167.7167,66.83,46,95,7.45
487,Alnashi,RU,2021-10-30 00:32:29,56.1874,52.4792,28.65,90,100,15.77
488,Port Hueneme,US,2021-10-30 00:28:54,34.1478,-119.1951,88.72,62,1,10.36
489,Shache,CN,2021-10-30 00:32:30,38.4167,77.2406,44.64,40,5,3.42
490,Arauca,CO,2021-10-30 00:29:35,7.0847,-70.7591,73.2,97,98,1.95
491,Brenham,US,2021-10-30 00:29:28,30.1669,-96.3977,66.11,32,1,3.44
492,Kerema,PG,2021-10-30 00:32:31,-7.9631,145.7785,84.0,73,93,5.95
493,Mitsamiouli,KM,2021-10-30 00:32:31,-11.3847,43.2844,77.61,68,60,2.53
494,Dudinka,RU,2021-10-30 00:32:32,69.4058,86.1778,20.55,95,100,13.22
495,Ust-Maya,RU,2021-10-30 00:32:32,60.4167,134.5333,18.1,86,99,7.31
496,Ushtobe,KZ,2021-10-30 00:32:33,45.2514,77.9838,44.67,82,28,5.64
497,Matay,EG,2021-10-30 00:32:33,28.419,30.7792,74.1,58,100,4.85
498,Pemberton,CA,2021-10-30 00:32:34,50.3164,-122.8027,46.26,90,8,2.24
499,Tecoanapa,MX,2021-10-30 00:32:34,16.5167,-98.75,81.0,81,1,6.22
500,Bonoua,CI,2021-10-30 00:32:35,5.2741,-3.595,80.22,90,100,6.4
501,Presidencia Roque Saenz Pena,AR,2021-10-30 00:32:35,-26.7852,-60.4388,83.93,33,99,8.3
502,Itanhem,BR,2021-10-30 00:32:36,-17.1664,-40.33,69.76,94,75,5.68
503,Katsuura,JP,2021-10-30 00:32:36,35.1333,140.3,65.19,55,52,3.42
504,Klaksvik,FO,2021-10-30 00:32:37,62.2266,-6.589,43.72,82,100,7.47
505,Napoleon,US,2021-10-30 00:32:38,41.3923,-84.1252,55.44,95,100,10.49
506,Broken Hill,AU,2021-10-30 00:32:38,-31.95,141.4333,58.71,41,0,8.05
507,Morayfield,AU,2021-10-30 00:32:39,-27.1167,152.95,88.39,63,16,5.61
508,Sovetskaya Gavan,RU,2021-10-30 00:32:39,48.9723,140.2878,47.89,49,0,3.51
509,Wajid,SO,2021-10-30 00:32:40,3.8093,43.2471,72.57,84,9,12.88
510,Stornoway,GB,2021-10-30 00:32:40,58.2093,-6.3865,49.93,100,99,5.75
511,Tucuma,BR,2021-10-30 00:32:32,-0.1833,-50.05,77.31,90,54,6.98
512,Ibra,OM,2021-10-30 00:32:41,22.6906,58.5334,71.01,35,9,1.03
513,Les Cayes,HT,2021-10-30 00:32:42,18.2,-73.75,77.9,83,19,2.46
514,Butte,US,2021-10-30 00:32:43,39.6499,-121.5677,74.62,56,1,3.44
515,Sao Joao Da Ponte,BR,2021-10-30 00:32:43,-15.9292,-44.0078,76.75,50,100,2.51
516,Waitati,NZ,2021-10-30 00:32:44,-45.75,170.5667,59.81,90,51,11.86
517,Matagami,CA,2021-10-30 00:29:16,49.7502,-77.6328,33.91,86,1,0.0
518,Sipe Sipe,BO,2021-10-30 00:32:44,-17.45,-66.3833,66.76,58,68,1.95
519,Nouadhibou,MR,2021-10-30 00:32:45,20.931,-17.0347,69.78,64,0,14.97
520,Portland,US,2021-10-30 00:30:35,45.5234,-122.6762,57.81,73,20,1.01
521,Garoua,CM,2021-10-30 00:32:46,9.3,13.4,78.24,49,59,0.96
522,Veracruz,MX,2021-10-30 00:32:46,19.3333,-96.6667,74.88,81,36,1.92
523,Noyabrsk,RU,2021-10-30 00:32:46,63.1994,75.4507,15.46,91,100,26.55
524,San-Pedro,CI,2021-10-30 00:32:47,4.7485,-6.6363,76.66,88,100,6.08
525,Beachwood,US,2021-10-30 00:32:47,41.4645,-81.5087,51.35,93,90,1.99
526,Begunitsy,RU,2021-10-30 00:32:48,59.5855,29.3176,46.69,92,49,9.62
527,Mpulungu,ZM,2021-10-30 00:32:48,-8.7623,31.1141,76.87,62,91,4.0
528,Yalta,UA,2021-10-30 00:32:49,44.5,34.1667,50.56,82,45,11.12
529,Pizarro,CO,2021-10-30 00:32:49,4.9533,-77.366,77.07,88,98,3.27
530,Sibolga,ID,2021-10-30 00:32:50,1.7427,98.7792,80.87,78,100,2.06
531,General Roca,AR,2021-10-30 00:32:50,-39.0333,-67.5833,82.8,17,88,23.0
532,Avenal,US,2021-10-30 00:32:51,36.0041,-120.129,84.25,45,0,3.96
533,Korla,CN,2021-10-30 00:32:51,41.7597,86.1469,49.48,38,100,5.7
534,Nantucket,US,2021-10-30 00:30:14,41.2835,-70.0995,52.02,74,15,20.22
535,Daru,PG,2021-10-30 00:32:52,-9.0763,143.2092,86.52,67,58,10.51
536,Alice Springs,AU,2021-10-30 00:30:10,-23.7,133.8833,72.95,23,98,16.11
537,Ambovombe,MG,2021-10-30 00:32:53,-25.1667,46.0833,64.53,73,53,13.89
538,Tambovka,RU,2021-10-30 00:32:53,50.0969,128.0489,30.31,38,99,16.35
539,Impfondo,CG,2021-10-30 00:32:54,1.6381,18.0667,70.56,98,100,2.71
540,Sinop,TR,2021-10-30 00:32:54,41.7711,34.8709,41.52,83,5,5.12
541,Jalalabad,AF,2021-10-30 00:32:55,34.4265,70.4515,64.02,32,0,2.84
